退職,年齢,出張頻度,通勤距離,最終学歴,社員番号,職場環境の満足度,労働意欲,査定ランク,仕事への満足度,月給(ドル),転職回数,昇給率,能力評価,人間関係の満足度,ストックオプション,社会人歴,昨年の研修時間,ワークライフバランス,在職年数,現在の役職年数,昇進からの経過年数,現在の上司になってからの年数,残業_有,性別_男性,配偶者_離婚,配偶者_結婚,配偶者_独身,部署_人事,部署_研究開発,部署_営業,専攻_経営,専攻_科学,専攻_医学,専攻_工学,専攻_人事,専攻_その他,役職_経営層,役職_管理職,役職_主任,役職_一般
No,40,1,2,1,1375,2,4,2,3,6377,5,20,4,2,3,15,0,3,12,11,11,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,34,1,29,3,1377,2,3,2,3,5429,4,13,3,1,2,10,1,3,8,7,7,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Yes,31,2,2,3,1379,3,2,1,4,2785,7,14,3,3,0,3,3,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Yes,35,2,18,4,1380,4,3,2,3,4614,0,18,3,3,1,5,0,2,4,2,3,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,38,2,7,3,1382,4,4,1,3,2610,1,11,3,4,3,4,2,3,4,2,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,1,2,4,1383,3,3,2,4,6687,1,11,3,4,0,14,2,4,14,11,4,11,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
No,28,1,26,3,1387,3,2,2,1,4724,1,11,3,3,1,5,0,3,5,3,0,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,31,1,22,4,1389,4,3,2,3,6179,1,15,3,4,2,10,3,2,10,2,6,7,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,39,1,21,4,1390,1,2,2,4,6120,3,12,3,4,2,8,2,4,5,4,1,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,51,2,2,3,1391,2,3,3,2,10596,2,11,3,2,0,14,5,3,4,2,3,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,41,2,22,3,1392,4,3,2,4,5467,3,14,3,1,2,12,4,2,6,2,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,37,1,4,1,1394,3,3,1,3,2996,7,15,3,4,0,8,2,3,6,4,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,2,5,1,1395,2,3,2,4,9998,6,13,3,1,0,8,2,4,5,4,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,32,1,2,1,1396,3,3,2,2,4078,0,13,3,1,3,4,3,2,3,2,1,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,39,0,25,2,1397,3,3,3,3,10920,3,21,4,2,1,13,2,3,6,4,0,5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,25,1,18,1,1399,1,4,2,3,6232,2,11,3,2,0,6,3,2,3,2,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,52,2,28,2,1401,4,4,4,3,13247,2,11,3,2,1,24,3,2,5,3,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,43,1,6,3,1402,1,2,2,3,4081,1,14,3,1,0,20,3,1,20,7,1,8,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,27,1,10,3,1403,4,2,2,4,5769,1,11,3,4,0,6,3,3,6,2,4,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,27,1,17,4,1405,4,3,1,3,2394,1,13,3,4,0,8,2,3,8,2,7,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,26,1,2,1,1407,1,2,1,4,3904,0,12,3,4,0,5,2,3,4,3,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,42,1,10,3,1408,3,3,4,1,16799,0,14,3,3,1,21,5,3,20,7,0,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
No,52,1,8,4,1409,3,3,1,1,2950,9,13,3,3,0,12,2,1,5,4,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,37,1,11,3,1411,1,3,1,3,3629,4,18,3,1,0,8,6,3,3,2,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,35,2,18,2,1412,3,3,3,4,9362,2,11,3,3,0,10,2,3,2,2,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,25,1,1,3,1415,1,3,1,4,3229,4,11,3,2,1,7,2,2,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,26,1,7,3,1417,3,4,1,1,3578,0,12,3,4,0,8,2,3,7,7,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
No,29,1,17,3,1419,2,2,3,1,7988,1,13,3,1,0,10,3,2,10,9,0,9,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Yes,49,2,28,2,1420,1,2,2,1,4284,3,20,4,1,0,20,2,3,4,3,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,29,2,14,1,1421,3,3,3,4,7553,0,12,3,1,0,9,1,3,8,7,7,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
No,54,1,1,3,1422,4,3,4,4,17328,6,19,3,4,0,29,3,2,20,7,12,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,58,1,1,3,1423,4,3,5,1,19701,3,21,4,3,1,32,3,3,9,8,1,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,55,1,1,4,1424,2,4,4,4,14732,2,13,3,4,2,31,4,4,7,7,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,36,1,3,4,1425,1,3,2,2,9278,3,16,3,4,0,15,3,3,5,4,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,31,2,1,4,1427,2,1,1,3,1359,1,12,3,2,0,1,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
No,30,1,7,4,1428,4,3,2,1,4779,7,14,3,2,2,8,3,3,3,2,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,31,1,8,5,1430,1,3,4,2,16422,3,11,3,3,0,9,3,4,3,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,34,2,1,4,1431,4,3,1,1,2996,5,14,3,3,2,10,2,3,4,3,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Yes,31,1,8,3,1433,1,2,1,2,1261,1,12,3,3,0,1,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,27,1,11,1,1434,2,3,1,1,2099,0,14,3,2,0,6,3,4,5,0,1,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,1,4,4,1435,1,2,2,4,5810,1,16,3,3,0,10,2,2,10,4,1,8,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,1,16,4,1436,3,2,2,1,5647,4,13,3,1,2,11,3,2,3,2,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,47,1,1,3,1438,1,3,1,4,3420,7,12,3,3,1,17,2,2,6,5,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Yes,25,1,9,2,1439,1,2,1,1,4400,3,12,3,1,0,6,2,3,3,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,37,0,5,2,1440,3,4,1,3,3500,0,14,3,1,0,7,2,1,6,5,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,56,1,1,2,1441,1,3,1,1,2066,2,22,4,4,1,5,3,4,3,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,47,1,2,4,1443,1,3,4,3,17169,3,19,3,2,2,26,2,4,20,17,5,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,24,1,4,1,1445,4,3,2,3,4162,1,12,3,3,2,5,3,3,5,4,0,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,32,1,7,5,1446,4,3,2,4,9204,4,12,3,3,1,7,3,2,4,3,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,34,1,1,3,1447,4,2,1,2,3294,5,17,3,1,1,7,2,2,5,4,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,41,1,5,5,1448,2,4,1,3,2127,2,12,3,1,0,7,5,2,4,2,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,40,0,9,4,1449,3,3,2,3,3975,3,11,3,3,2,11,2,4,8,7,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,31,1,8,2,1453,1,3,3,4,10793,1,18,3,1,1,13,5,3,13,7,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,46,1,9,3,1457,1,3,3,4,10096,4,11,3,1,1,28,1,4,7,7,4,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,39,0,2,3,1458,1,2,1,1,3646,2,23,4,2,0,11,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,31,2,1,5,1459,3,4,3,2,7446,1,11,3,1,0,10,2,3,10,8,4,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,45,1,20,3,1460,2,1,3,1,10851,2,18,3,2,1,24,2,3,7,7,0,7,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,31,1,8,2,1461,4,4,1,2,2109,9,18,3,4,0,8,3,3,3,2,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Yes,31,2,2,3,1464,2,3,1,4,3722,6,13,3,3,1,7,2,1,2,2,2,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,45,1,29,3,1465,2,3,3,4,9380,4,18,3,4,2,10,4,4,3,1,1,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
No,48,1,7,3,1466,3,3,2,1,5486,4,11,3,1,3,15,3,3,2,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Yes,34,1,9,4,1467,1,3,1,3,2742,1,15,3,4,0,2,0,3,2,2,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
No,40,0,8,1,1468,4,2,3,2,13757,2,11,3,3,1,16,5,3,9,8,4,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,28,1,5,3,1469,4,3,2,1,8463,0,18,3,4,0,6,4,3,5,4,1,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,44,0,5,3,1471,3,2,1,3,3162,3,14,3,4,0,7,5,3,5,2,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,53,1,2,3,1472,4,4,4,2,16598,4,12,3,2,0,35,2,2,9,8,8,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,49,1,5,4,1473,1,3,2,3,6651,2,14,3,2,1,20,0,2,3,2,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
No,40,1,2,3,1474,3,3,1,3,2345,2,14,3,3,1,8,3,4,3,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,44,1,20,3,1475,4,3,1,2,3420,1,13,3,3,0,6,3,2,5,2,1,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,2,7,3,1477,4,3,2,1,4373,0,14,3,1,2,5,2,3,4,3,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,34,1,3,3,1478,4,1,2,1,4759,3,18,3,4,0,15,2,3,13,9,3,12,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
No,30,1,16,1,1479,4,3,2,3,5301,8,15,3,3,2,4,2,2,2,1,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,42,2,9,2,1480,1,3,1,4,3673,1,13,3,3,0,12,3,3,12,9,5,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,44,2,1,5,1481,1,3,2,3,4768,7,12,3,3,1,11,4,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
No,30,0,7,3,1482,3,3,1,3,1274,1,13,3,2,2,1,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,57,1,1,2,1483,2,4,2,3,4900,0,24,4,1,1,13,2,2,12,9,2,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,49,1,7,4,1484,3,3,3,2,10466,3,14,3,2,2,29,3,3,8,7,0,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,34,2,15,3,1485,2,3,4,1,17007,7,14,3,4,2,16,3,2,14,8,6,9,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Yes,28,2,1,3,1486,1,3,1,3,2909,3,15,3,4,1,5,3,4,3,2,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Yes,29,2,13,3,1487,1,3,2,2,5765,5,11,3,1,0,7,4,1,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Yes,34,1,24,4,1489,1,2,2,2,4599,0,23,4,3,0,16,2,4,15,9,10,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
No,35,1,7,1,1492,4,3,1,3,2404,1,13,3,1,1,1,3,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Yes,24,2,9,3,1494,2,3,1,1,3172,2,11,3,3,0,4,2,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,24,0,13,2,1495,4,3,1,2,2033,1,13,3,3,1,1,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,44,2,2,1,1496,2,3,3,3,10209,5,18,3,2,0,16,2,2,2,2,2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,29,1,19,3,1497,3,2,2,3,8620,1,14,3,3,2,10,3,3,10,7,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,30,1,1,3,1499,3,3,1,3,2064,0,21,4,1,1,6,3,4,5,3,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
No,55,1,4,4,1501,4,3,2,3,4035,0,16,3,2,0,4,2,3,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,33,1,4,4,1502,1,2,1,2,3838,8,11,3,4,0,8,5,3,5,4,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,47,1,14,3,1503,3,3,2,3,4591,3,17,3,3,1,11,4,2,5,4,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Yes,28,2,2,2,1504,3,2,1,1,2561,7,11,3,3,0,8,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,28,1,1,3,1506,1,2,1,3,1563,1,14,3,4,1,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,28,2,7,3,1507,3,3,2,1,4898,0,14,3,4,0,5,5,3,4,2,1,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,49,1,3,2,1509,3,2,2,1,4789,4,25,4,1,1,10,3,3,3,2,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,29,2,2,1,1513,4,3,1,2,3180,0,13,3,3,3,4,3,3,3,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,28,1,29,1,1514,3,1,2,2,6549,1,14,3,2,2,8,2,2,8,6,1,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,33,1,8,5,1515,4,3,2,3,6388,2,17,3,1,0,14,6,3,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,32,1,10,3,1516,3,3,3,4,11244,2,25,4,2,0,10,5,4,5,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
No,54,2,11,4,1520,2,3,4,4,16032,3,20,4,1,1,26,2,3,14,9,1,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Yes,29,1,1,4,1522,1,2,1,1,2362,6,13,3,3,0,11,2,1,9,7,0,7,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
No,44,1,28,3,1523,4,3,4,1,16328,3,13,3,3,1,24,1,4,20,6,14,17,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
No,39,1,6,3,1525,2,3,3,2,8376,4,18,3,4,0,9,3,3,2,0,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,46,1,3,3,1527,3,3,4,2,16606,8,12,3,4,1,23,2,4,13,12,5,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
No,35,1,16,3,1529,4,2,3,2,8606,1,19,3,4,0,11,3,1,11,8,3,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
No,23,1,20,1,1533,1,3,2,3,2272,0,14,3,2,0,5,2,3,4,3,1,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,40,1,9,4,1534,4,3,1,1,2018,3,14,3,2,0,15,3,1,5,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,1,1,3,1535,4,2,3,3,7083,1,14,3,4,0,10,3,3,10,9,8,6,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Yes,31,2,3,3,1537,4,3,1,3,4084,1,12,3,1,0,7,2,1,7,2,7,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
No,50,2,22,5,1539,3,1,4,4,14411,1,13,3,4,0,32,2,3,32,6,13,9,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
No,34,1,7,2,1541,2,3,1,3,2308,0,25,4,2,1,12,4,3,11,10,5,7,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
No,42,1,2,3,1542,3,2,1,2,4841,4,14,3,2,1,4,3,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,37,1,13,3,1543,1,3,2,4,4285,1,17,3,1,0,10,2,3,10,8,3,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,29,1,8,1,1544,3,1,2,1,9715,3,13,3,3,1,9,3,3,7,7,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
No,33,1,25,3,1545,4,2,2,2,4320,1,13,3,4,0,5,2,3,5,3,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
No,45,1,28,3,1546,4,3,1,4,2132,4,20,4,4,1,8,3,3,5,4,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,42,2,2,3,1547,4,3,3,4,10124,2,14,3,3,1,24,3,1,20,8,13,9,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,40,1,9,2,1548,1,3,2,1,5473,0,12,3,4,0,9,5,4,8,4,7,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,33,1,28,4,1549,2,3,2,3,5207,1,12,3,2,1,15,3,3,15,14,5,7,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,40,1,6,2,1550,3,3,4,4,16437,1,21,4,4,0,21,2,3,21,7,7,7,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
No,24,1,21,2,1551,3,2,1,1,2296,0,14,3,2,3,2,3,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,40,0,8,2,1552,4,3,2,4,4069,3,18,3,3,0,8,2,3,2,2,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,45,1,1,4,1553,1,3,3,2,7441,1,12,3,1,3,10,4,3,10,8,7,7,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
No,35,1,28,4,1554,2,2,1,3,2430,0,23,4,1,2,6,5,3,5,3,4,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
No,32,1,5,2,1555,4,2,2,2,5878,3,12,3,1,1,12,2,3,7,1,2,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,36,1,2,4,1556,3,3,1,4,2644,3,21,4,4,0,7,3,2,3,2,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
No,48,1,16,4,1557,3,3,2,3,6439,8,14,3,3,1,18,2,3,8,7,7,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,29,1,9,3,1558,3,4,1,3,2451,6,18,3,1,2,5,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,33,1,8,4,1560,1,3,2,1,6392,2,13,3,4,1,8,6,1,2,2,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Yes,30,1,1,3,1562,2,2,2,1,9714,1,11,3,4,1,10,4,3,10,8,6,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,38,2,10,4,1563,3,3,2,3,6077,3,11,3,3,0,10,2,3,6,3,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
No,35,1,1,3,1564,4,2,1,1,2450,1,19,3,2,0,3,3,3,3,0,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,30,1,29,4,1568,3,3,3,2,9250,3,12,3,2,1,9,3,3,4,2,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Yes,35,1,2,3,1569,1,3,1,1,2074,1,12,3,4,1,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Yes,53,1,2,5,1572,3,2,3,4,10169,0,16,3,2,1,34,4,3,33,7,1,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Yes,38,1,2,3,1573,3,3,2,2,4855,4,11,3,1,2,7,2,3,5,2,1,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
No,32,0,1,4,1574,4,3,2,1,4087,4,14,3,2,1,9,3,2,6,5,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,48,1,15,4,1576,3,3,1,1,2367,8,12,3,4,1,10,3,2,8,2,7,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,34,1,7,4,1577,1,3,1,4,2972,1,13,3,3,0,1,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,55,1,26,5,1578,3,2,5,4,19586,1,21,4,3,1,36,3,3,36,6,2,13,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,34,1,1,4,1580,2,3,2,4,5484,9,17,3,2,1,9,3,2,2,2,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,26,1,3,3,1581,1,3,1,4,2061,1,21,4,1,0,1,5,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,38,1,14,3,1582,3,3,2,2,9924,0,11,3,4,1,10,3,3,9,8,7,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,38,1,16,3,1583,2,3,2,2,4198,2,12,3,2,0,8,5,4,3,2,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,36,1,1,4,1585,2,3,2,3,6815,6,13,3,1,0,15,5,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
No,29,1,3,1,1586,2,3,1,1,4723,1,18,3,4,0,10,3,3,10,9,1,5,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
No,35,1,10,4,1587,1,3,2,3,6142,3,16,3,3,0,10,4,3,5,2,0,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
No,39,1,6,3,1588,4,4,3,3,8237,2,11,3,1,1,11,3,3,7,6,7,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
No,29,2,2,1,1590,1,3,2,4,8853,1,19,3,4,1,6,0,4,6,4,1,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
No,50,1,9,3,1591,3,3,5,3,19331,4,16,3,3,1,27,2,3,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
No,23,1,10,3,1592,4,4,1,3,2073,2,16,3,4,1,4,2,3,2,2,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,36,2,6,4,1594,1,4,2,1,5562,3,13,3,4,1,9,3,3,3,2,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,42,1,9,2,1595,4,2,5,4,19613,8,22,4,4,0,24,2,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
No,35,1,28,3,1596,2,4,2,3,3407,1,17,3,4,2,10,3,2,10,9,6,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,34,2,10,4,1597,4,2,2,3,5063,1,14,3,2,1,8,3,2,8,2,7,7,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
No,40,1,14,2,1598,4,3,2,1,4639,1,15,3,3,1,5,2,3,5,4,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
No,43,1,27,3,1599,4,4,1,2,4876,5,12,3,3,1,8,0,3,6,4,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
No,35,1,7,2,1601,3,2,1,4,2690,1,18,3,4,1,1,5,2,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
No,46,1,1,4,1602,4,4,4,1,17567,1,15,3,2,0,27,5,1,26,0,0,12,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
Yes,28,1,24,3,1604,3,3,1,2,2408,1,17,3,3,3,1,3,3,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
No,22,0,26,2,1605,2,2,1,3,2814,1,14,3,2,0,4,2,2,4,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
No,50,2,20,5,1606,2,3,4,3,11245,2,15,3,3,1,32,3,3,30,8,12,13,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
No,32,1,5,4,1607,2,4,1,4,3312,3,17,3,4,2,6,3,3,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
